"id","name","pattern","primary_muscle","primary_region","secondary_muscles","cns_load","skill_level","compound","is_complex_lift","is_unilateral","metric_type","discipline_tags","equipment_tags","description","coaching_cues","substitution_group","user_id","primary_discipline","tags","fatigue_factor","stimulus_factor","injury_risk_factor","min_recovery_hours"
"307","Thigh Adductor","isolation","adductors","lower body","['glutes', 'hamstrings']","moderate","intermediate","False","False","False","reps","['strength']","['machine']","","['To begin, sit down on the adductor machine and select a weight you are comfortable with. When your legs are positioned properly on the leg pads of the machine, grip the handles on each side. Your entire upper body (from the waist up) should be stationary. This is the starting position.', 'Slowly press against the machine with your legs to move them towards each other while exhaling.', 'Feel the contraction for a second and begin to move your legs back to the starting position while breathing in. Note: Remember to keep your upper body stationary and avoid fast jerking motions in order to prevent any injuries from occurring.', 'Repeat for the recommended amount of repetitions.']","thigh_adductor","","Bodybuilding","[]","0.4","0.6","0.4","24"
"309","Toe Touchers","mobility","core","full body","[]","moderate","intermediate","False","False","False","reps","['stretching']","['none']","","['To begin, lie down on the floor or an exercise mat with your back pressed against the floor. Your arms should be lying across your sides with the palms facing down.', 'Your legs should be touching each other. Slowly elevate your legs up in the air until they are almost perpendicular to the floor with a slight bend at the knees. Your feet should be parallel to the floor.', 'Move your arms so that they are fully extended at a 45 degree angle from the floor. This is the starting position.', 'While keeping your lower back pressed against the floor, slowly lift your torso and use your hands to try and touch your toes. Remember to exhale while perform this part of the exercise.', 'Slowly begin to lower your torso and arms back down to the starting position while inhaling. Remember to keep your arms straight out pointing towards your toes.', 'Repeat for the recommended amount of repetitions.']","toe_touchers","","Mobility","[]","0.4","0.6","0.4","24"
"310","Tuck Crunch","core","core","full body","[]","moderate","intermediate","False","False","False","time","['strength']","['none']","","['To begin, lie down on the floor or an exercise mat with your back pressed against the floor. Your arms should be lying across your sides with the palms facing down.', 'Your legs should be crossed by wrapping one ankle around the other. Slowly elevate your legs up in the air until your thighs are perpendicular to the floor with a slight bend at the knees. Note: Your knees and toes should be parallel to the floor as opposed to the thighs.', 'Move your arms from the floor and cross them so they are resting on your chest. This is the starting position.', 'While keeping your lower back pressed against the floor, slowly lift your torso. Remember to exhale while perform this part of the exercise.', 'Slowly begin to lower your torso back down to the starting position while inhaling.', 'Repeat for the recommended amount of repetitions.']","tuck_crunch","","All","[]","0.4","0.6","0.4","24"
"311","V-Bar Pullup","isolation","lats","posterior upper","['biceps', 'full_body', 'full_body']","moderate","intermediate","False","False","False","reps","['strength']","['none']","","['Start by placing the middle of the V-bar in the middle of the pull-up bar (assuming that the pull-up station you are using does not have neutral grip handles). The V-Bar handles will be facing down so that you can hang from the pull-up bar through the use of the handles.', 'Once you securely place the V-bar, take a hold of the bar from each side and hang from it. Stick your chest out and lean yourself back slightly in order to better engage the lats. This will be your starting position.', 'Using your lats, pull your torso up while leaning your head back slightly so that you do not hit yourself with the chin-up bar. Continue until your chest nearly touches the V-bar. Exhale as you execute this motion.', 'After a second hold on the contracted position, slowly lower your body back to the starting position as you breathe in.', 'Repeat for the prescribed number of repetitions.']","v_bar_pullup","","Bodybuilding","[]","0.4","0.6","0.4","24"
"312","Weighted Ball Hyperextension","isolation","lower_back","posterior lower","['glutes', 'hamstrings', 'full_body']","moderate","intermediate","False","False","False","reps","['strength']","['exercise ball']","","['To begin, lie down on an exercise ball with your torso pressing against the ball and parallel to the floor. The ball of your feet should be pressed against the floor to help keep you balanced. Place a weighted plate under your chin or behind your neck. This is the starting position.', 'Slowly raise your torso up by bending at the waist and lower back. Remember to exhale during this movement.', 'Hold the contraction on your lower back for a second and lower your torso back down to the starting position while inhaling.', 'Repeat for the recommended amount of repetitions prescribed in your program.']","weighted_ball_hyperextension","","Bodybuilding","[]","0.4","0.6","0.4","24"
"313","Weighted Crunches","core","core","full body","[]","moderate","intermediate","False","False","False","time","['strength']","['medicine ball']","","['Lie flat on your back with your feet flat on the ground or resting on a bench with your knees bent at a 90 degree angle.', 'Hold a weight to your chest, or you may hold it extended above your torso. This will be your starting position.', 'Now, exhale and slowly begin to roll your shoulders off the floor. Your shoulders should come up off the floor about 4 inches while your lower back remains on the floor.', 'At the top of the movement, flex your abdominals and hold for a brief pause.', 'Then inhale and slowly lower yourself back down to the starting position.']","weighted_crunches","","All","[]","0.4","0.6","0.4","24"
"314","Weighted Sit-Ups - With Bands","core","core","full body","[]","moderate","intermediate","False","False","False","reps","['strength']","['other']","","['Start out by strapping the bands around the base of the decline bench. Place the handles towards the inside of the decline bench so that when lying down, you can reach for both of them.', 'Position your legs through the decline machine until they are secured. Now reach for the exercise bands with both hands. Use a pronated (palms forward) grip to grasp the handles. Position them near your collar bone and rotate your wrist to a neutral grip (palms facing the torso). Note: Your arms should remain stationary throughout the exercise. This is the starting position.', 'Move your torso upward until your upper body is perpendicular to the floor while exhaling. Hold the contraction for a second and lower your upper body back down to the starting position while inhaling.', 'Repeat for the recommended amount of repetitions.']","weighted_sit_ups_with_s","","All","[]","0.4","0.6","0.4","24"
"315","Wide-Grip Decline Barbell Pullover","isolation","chest","anterior upper","['full_body', 'triceps']","moderate","intermediate","False","False","False","reps","['strength']","['barbell']","","['Lie down on a decline bench with both legs securely locked in position. Reach for the barbell behind the head using a pronated grip (palms facing out). Make sure to grab the barbell wider than shoulder width apart for this exercise. Slowly lift the barbell up from the floor by using your arms.', 'When positioned properly, your arms should be fully extended and perpendicular to the floor. This is the starting position.', 'Begin by moving the barbell back down in a semicircular motion as if you were going to place it on the floor, but instead, stop when the arms are parallel to the floor. Tip: Keep the arms fully extended at all times. The movement should only happen at the shoulder joint. Inhale as you perform this portion of the movement.', 'Now bring the barbell up while exhaling until you are back at the starting position. Remember to keep full control of the barbell at all times.', 'Repeat the movement for the prescribed amount of repetitions of your training program.', 'When finished with your set, slowly lower the barbell back down until it is level with your head and release it.']","wide_grip_pullover","","Bodybuilding","[]","0.4","0.6","0.4","24"
"316","Wide Stance Stiff Legs","lunge","hamstrings","posterior lower","['adductors', 'glutes', 'lower_back']","moderate","intermediate","False","False","False","reps","['olympic weightlifting']","['barbell']","","['Begin with a barbell loaded on the floor. Adopt a wide stance, and then bend at the hips to grab the bar. Your hips should be as far back as possible, and your legs nearly straight. Keep your back straight, and your head and chest up. This will be your starting position.', 'Begin the movement be engaging the hips, driving them forward as you allow the arms to hang straight. Continue until you are standing straight up, and then slowly return the weight to the starting position. For successive reps, the weight need not touch the floor.']","stiff_legs","","All","[]","0.4","0.6","0.4","24"
"317","Wind Sprints","isolation","core","full body","[]","moderate","intermediate","False","False","False","reps","['strength']","['none']","","['Hang from a pull-up bar using a pronated grip. Your arms and legs should be extended. This will be your starting position.', 'Begin by quickly raising one knee as high as you can. Do not swing your body or your legs. 3', 'Immediately reverse the motion, returning that leg to the starting position. Simultaneously raise the opposite knee as high as possible.', 'Continue alternating between legs until the set is complete.']","wind_sprints","","Bodybuilding","[]","0.4","0.6","0.4","24"
"318","Windmills","mobility","adductors","lower body","['glutes', 'hamstrings', 'lower_back']","moderate","intermediate","False","False","False","reps","['stretching']","['none']","","['Lie on your back with your arms extended out to the sides and your legs straight. This will be your starting position.', 'Lift one leg and quickly cross it over your body, attempting to touch the ground near the opposite hand.', 'Return to the starting position, and repeat with the opposite leg. Continue to alternate for 10-20 repetitions.']","windmills","","Mobility","[]","0.4","0.6","0.4","24"
"319","Wrist Circles","mobility","forearms","anterior upper","[]","moderate","intermediate","False","False","False","reps","['stretching']","['none']","","['Start by standing straight with your feet being shoulder width apart from each other. Elevate your arms to the side of you until they are fully extended and parallel to the floor at a height that is evenly aligned with your shoulders. Tip: Your torso and arms should form the letter T: Your palms should be facing down. This is the starting position.', 'Keeping your entire body stationary except for the wrists, begin to rotate both wrists forward in a circular motion. Tip: Pretend that you are trying to draw circles by using your hands as the brush. Breathe normally as you perform this exercise.', 'Repeat for the recommended amount of repetitions.']","wrist_circles","","Mobility","[]","0.4","0.6","0.4","24"
"320","Wrist Roller","isolation","forearms","anterior upper","['full_body']","moderate","intermediate","False","False","False","reps","['strength']","['other']","","['To begin, stand straight up grabbing a wrist roller using a pronated grip (palms facing down). Your feet should be shoulder width apart.', 'Slowly lift both arms until they are fully extended and parallel to the floor in front of you. Note: Make sure the rope is not wrapped around the roller. Your entire body should be stationary except for the forearms. This is the starting position.', 'Rotate one wrist at a time in an upward motion to bring the weight up to the bar by rolling the rope around the roller.', 'Once the weight has reached the bar, slowly begin to lower the weight back down by rotating the wrist in a downward motion until the weight reaches the starting position.', 'Repeat for the prescribed amount of repetitions in your program.']","wrist_roller","","Bodybuilding","[]","0.4","0.6","0.4","24"
"321","Wrist Rotations with Straight Bar","isolation","forearms","anterior upper","[]","moderate","intermediate","False","False","False","reps","['strength']","['barbell']","","['Hold a barbell with both hands and your palms facing down; hands spaced about shoulder width. This will be your starting position.', 'Alternating between each of your hands, perform the movement by extending the wrist as though you were rolling up a newspaper. Continue alternating back and forth until failure.', 'Reverse the motion by flexing the wrist, rolling the opposite direction. Continue the alternating motion until failure.']","wrist_rotations_with_straight_bar","","Bodybuilding","[]","0.4","0.6","0.4","24"
"322","Yoke Walk","lunge","quadriceps","anterior lower","['core', 'adductors', 'adductors', 'calves', 'glutes', 'hamstrings', 'lower_back']","moderate","intermediate","False","False","False","reps","['strongman', 'powerlifting']","['other']","","['The yoke is usually done with a yoke apparatus, but is sometimes seen with refrigerators or other heavy objects.', 'Begin by racking the apparatus across the back of the shoulders. With your head looking forward and back arched, lift the yoke by driving through the heels.', 'Begin walking as quickly as possible using short, quick steps. You may hold the side posts of the yoke to help steady it and hold it in position. Continue for the given distance as fast as possible, usually 75-100 feet.']","yoke_walk","","All","[]","0.4","0.6","0.4","24"
"323","3/4 Sit-Up","core","core","full body","[]","moderate","intermediate","False","False","False","reps","['strength']","['none']","Sit-Up performed 3/4 of the way up","['Lie down on the floor and secure your feet. Your legs should be bent at the knees.', 'Place your hands behind or to the side of your head. You will begin with your back on the ground. This will be your starting position.', 'Flex your hips and spine to raise your torso toward your knees.', 'At the top of the contraction your torso should be perpendicular to the ground. Reverse the motion, going only  of the way down.', 'Repeat for the recommended amount of repetitions.']","3_4_sit_up","","All","[]","0.4","0.6","0.4","24"
"324","All Fours Quad Stretch","mobility","quadriceps","anterior lower","['quadriceps']","moderate","intermediate","False","False","False","reps","['stretching']","['none']","","['Start off on your hands and knees, then lift your leg off the floor and hold the foot with your hand.', 'Use your hand to hold the foot or ankle, keeping the knee fully flexed, stretching the quadriceps and hip flexors.', 'Focus on extending your hips, thrusting them towards the floor. Hold for 10-20 seconds and then switch sides.']","all_fours_quad_stretch","","Mobility","[]","0.4","0.6","0.4","24"
"325","Alternate Leg Diagonal Bound","lunge","quadriceps","anterior lower","['adductors', 'adductors', 'calves', 'glutes', 'hamstrings']","moderate","intermediate","False","False","False","reps","['plyometrics']","['none']","","['Assume a comfortable stance with one foot slightly in front of the other.', 'Begin by pushing off with the front leg, driving the opposite knee forward and as high as possible before landing. Attempt to cover as much distance to each side with each bound.', 'It may help to use a line on the ground to guage distance from side to side.', 'Repeat the sequence with the other leg.']","alternate_leg_diagonal_bound","","All","[]","0.4","0.6","0.4","24"
"326","Band Hip Adductions","isolation","adductors","lower body","[]","moderate","intermediate","False","False","False","reps","['strength']","['bands']","","['Anchor a band around a solid post or other object.', 'Stand with your left side to the post, and put your right foot through the band, getting it around the ankle.', 'Stand up straight and hold onto the post if needed. This will be your starting position.', 'Keeping the knee straight, raise your right legs out to the side as far as you can.', 'Return to the starting position and repeat for the desired rep count.', 'Switch sides.']","hip_adductions","","Bodybuilding","[]","0.4","0.6","0.4","24"
"327","Body-Up","isolation","triceps","posterior upper","['core', 'forearms']","moderate","intermediate","False","False","False","reps","['strength']","['none']","","['Assume a plank position on the ground. You should be supporting your bodyweight on your toes and forearms, keeping your torso straight. Your forearms should be shoulder-width apart. This will be your starting position.', 'Pressing your palms firmly into the ground, extend through the elbows to raise your body from the ground. Keep your torso rigid as you perform the movement.', 'Slowly lower your forearms back to the ground by allowing the elbows to flex.', 'Repeat.']","body_up","","Bodybuilding","[]","0.4","0.6","0.4","24"
"446","Monday 251229","conditioning","full_body","full body","[]","moderate","intermediate","True","False","False","reps","[]","[]","","[]","","","CrossFit","[]","0.6","0.8","0.4","48"
"328","Bottoms Up","isolation","core","full body","[]","moderate","intermediate","False","False","False","reps","['strength']","['none']","","['Begin by lying on your back on the ground. Your legs should be straight and your arms at your side. This will be your starting position.', 'To perform the movement, tuck the knees toward your chest by flexing the hips and knees. Following this, extend your legs directly above you so that they are perpendicular to the ground. Rotate and elevate your pelvis to raise your glutes from the floor.', 'After a brief pause, return to the starting position.']","bottoms_up","","Bodybuilding","[]","0.4","0.6","0.4","24"
"329","Box Skip","lunge","hamstrings","posterior lower","['adductors', 'adductors', 'calves', 'glutes', 'quadriceps']","moderate","intermediate","False","False","False","reps","['plyometrics']","['other']","","['You will need several boxes lined up about 8 feet apart.', 'Begin facing the first box with one leg slightly behind the other.', 'Drive off the back leg, attempting to gain as much height with the hips as possible.', 'Immediately upon landing on the box, drive the other leg forward and upward to gain height and distance, leaping from the box. Land between the first two boxes with the same leg that landed on the first box.', 'Then, step to the next box and repeat.']","box_skip","","All","[]","0.4","0.6","0.4","24"
"330","Chair Leg Extended Stretch","mobility","hamstrings","posterior lower","['adductors']","moderate","intermediate","False","False","False","reps","['stretching']","['other']","","['Sit upright in a chair and grip the seat on the sides.', 'Raise one leg, extending the knee, flexing the ankle as you do so.', 'Slowly move that leg outward as far as you can, and then back to the center and down.', 'Repeat for your other leg.']","chair_leg_extended_stretch","","Mobility","[]","0.4","0.6","0.4","24"
"332","Chair Upper Body Stretch","mobility","full_body","full body","['biceps', 'chest']","moderate","intermediate","False","False","False","reps","['stretching']","['other']","","['Sit on the edge of a chair, gripping the back of it.', 'Straighten your arms, keeping your back straight, and pull your upper body forward so you feel a stretch. Hold for 20-30 seconds.']","chair_upper_body_stretch","","Mobility","[]","0.4","0.6","0.4","24"
"333","Dumbbell Lunges","lunge","quadriceps","anterior lower","['calves', 'glutes', 'hamstrings']","moderate","intermediate","True","False","False","reps","['strength']","['dumbbell']","","['Stand with your torso upright holding two dumbbells in your hands by your sides. This will be your starting position.', 'Step forward with your right leg around 2 feet or so from the foot being left stationary behind and lower your upper body down, while keeping the torso upright and maintaining balance. Inhale as you go down. Note: As in the other exercises, do not allow your knee to go forward beyond your toes as you come down, as this will put undue stress on the knee joint. Make sure that you keep your front shin perpendicular to the ground.', 'Using mainly the heel of your foot, push up and go back to the starting position as you exhale.', 'Repeat the movement for the recommended amount of repetitions and then perform with the left leg.']","lunges","","All","[]","0.6","0.8","0.4","48"
"334","Dynamic Back Stretch","mobility","lats","posterior upper","[]","moderate","intermediate","False","False","False","reps","['stretching']","['none']","","['Stand with your feet shoulder width apart. This will be your starting position.', 'Keeping your arms straight, swing them straight up in front of you 5-10 times, increasing the range of motion each time until your arms are above your head.']","dynamic_back_stretch","","Mobility","[]","0.4","0.6","0.4","24"
"335","Elbows Back","mobility","chest","anterior upper","['full_body']","moderate","intermediate","False","False","False","reps","['stretching']","['none']","","['Stand up straight.', 'Place both hands on your lower back, fingers pointing downward and elbows out.', 'Then gently pull your elbows back aiming to touch them together.']","elbows_back","","Mobility","[]","0.4","0.6","0.4","24"
"336","Flat Bench Leg Pull-In","horizontal_push","core","full body","[]","moderate","intermediate","False","False","False","reps","['strength']","['none']","","['Lie on an exercise mat or a flat bench with your legs off the end.', 'Place your hands either under your glutes with your palms down or by the sides holding on to the bench (or with palms down by the side on an exercise mat). Also extend your legs straight out. This will be your starting position.', 'Bend your knees and pull your upper thighs into your midsection as you breathe out. Continue this movement until your knees are near your chest. Hold the contracted position for a second.', 'As you breathe in, slowly return to the starting position.', 'Repeat for the recommended amount of repetitions.']","bench_leg_pull_in","","All","[]","0.4","0.6","0.4","24"
"337","Floor Press with Chains","isolation","triceps","posterior upper","['chest', 'full_body']","moderate","intermediate","True","False","False","reps","['strength']","['barbell']","","['Adjust the j-hooks so they are at the appropriate height to rack the bar. For this exercise, drape the chains directly over the end of the bar, trying to keep the ends away from the plates.', 'Begin lying on the floor with your head near the end of a power rack. Keeping your shoulder blades pulled together, pull the bar off of the hooks.', 'Lower the bar towards the bottom of your chest or upper stomach, squeezing the bar and attempting to pull it apart as you do so. Ensure that you tuck your elbows throughout the movement. Lower the bar until your upper arm contacts the ground and pause, preventing any slamming or bouncing of the weight.', 'Press the bar back up as fast as you can, keeping the bar, your wrists, and elbows in line as you do so.']","floor_press_with_chains","","Bodybuilding","[]","0.6","0.8","0.4","48"
"338","Heavy Bag Thrust","isolation","chest","anterior upper","['core', 'full_body', 'triceps']","moderate","intermediate","False","False","False","reps","['plyometrics']","['other']","","['Utilize a heavy bag for this exercise. Assume an upright stance next to the bag, with your feet staggered, fairly wide apart. Place your hand on the bag at about chest height. This will be your starting position.', 'Begin by twisting at the waist, pushing the bag forward as hard as possible. Perform this move quickly, pushing the bag away from your body.', 'Receive the bag as it swings back by reversing these steps.']","heavy_bag_thrust","","Bodybuilding","[]","0.4","0.6","0.4","24"
"339","Intermediate Groin Stretch","mobility","hamstrings","posterior lower","[]","moderate","intermediate","False","False","False","reps","['stretching']","['other']","","['Lie on your back with your legs extended. Loop a belt, rope, or band around one of your feet, and swing that leg as far to the side as you can. This will be your starting position.', 'Pull gently on the belt to create tension in your groin and hamstring muscles. Hold for 10-20 seconds, and repeat on the other side.']","intermediate_groin_stretch","","Mobility","[]","0.4","0.6","0.4","24"
"340","Kettlebell Sumo High Pull","isolation","upper_back","posterior upper","['adductors', 'glutes', 'hamstrings', 'quadriceps', 'full_body']","moderate","intermediate","False","False","False","reps","['strength']","['kettlebell']","","['Place a kettlebell on the ground between your feet. Position your feet in a wide stance, and grasp the kettlebell with two hands. Set your hips back as far as possible, with your knees bent. Keep your chest and head up. This will be your starting position.', 'Begin by extending the hips and knees, simultaneously pulling the kettlebell to your shoulders, raising your elbows as you do so. Reverse the motion to return to the starting position.']","sumo_high_pull","","Bodybuilding","[]","0.4","0.6","0.4","24"
"341","Knee Tuck Jump","plyometric","hamstrings","posterior lower","['adductors', 'adductors', 'calves', 'glutes', 'quadriceps']","moderate","intermediate","False","False","False","reps","['plyometrics']","['none']","","['Begin in a comfortable standing position with your knees slightly bent. Hold your hands in front of you, palms down with your fingertips together at chest height. This will be your starting position.', 'Rapidly dip down into a quarter squat and immediately explode upward. Drive the knees towards the chest, attempting to touch them to the palms of the hands.', 'Jump as high as you can, raising your knees up, and then ensure a good land be re-extending your legs, absorbing impact through be allowing the knees to rebend.']","knee_tuck_jump","","All","[]","0.4","0.6","0.4","24"
"342","Kneeling Forearm Stretch","mobility","forearms","anterior upper","[]","moderate","intermediate","False","False","False","reps","['stretching']","['none']","","['Start by kneeling on a mat with your palms flat and your fingers pointing back toward your knees.', 'Slowly lean back keeping your palms flat on the floor until you feel a stretch in your wrists and forearms. Hold for 20-30 seconds.']","kneeling_forearm_stretch","","Mobility","[]","0.4","0.6","0.4","24"
"343","Lateral Cone Hops","isolation","adductors","lower body","['adductors', 'calves', 'glutes', 'hamstrings', 'quadriceps']","moderate","intermediate","False","False","False","reps","['plyometrics']","['other']","","['Position a number of cones in a row several feet apart.', 'Stand next to the end of the cones, facing 90 degrees to the direction of travel. This will be your starting position.', 'Begin the jump by dipping with the knees to initiate a stretch reflex, and immediately reverse direction to push off the ground, jumping up and sideways over the cone.', 'Use your legs to absorb impact upon landing, and rebound into the next jump, continuing down the row of cones.']","lateral_cone_hops","","Bodybuilding","[]","0.4","0.6","0.4","24"
"344","Leg Pull-In","isolation","core","full body","[]","moderate","intermediate","False","False","False","reps","['strength']","['none']","","['Lie on an exercise mat with your legs extended and your hands either palms facing down next to you or under your glutes. Tip: My preference is with the hands next to me. This will be your starting position.', 'Bend your knees and pull your upper thighs into your midsection as you breathe out. Continue the motion until your knees are around chest level. Contract your abs as you execute this movement and hold for a second at the top. Tip: As you perform the motion, the lower legs (calves) should always remain parallel to the floor.', 'Return to the starting position as you inhale.', 'Repeat for the recommended amount of repetitions.']","leg_pull_in","","Bodybuilding","[]","0.4","0.6","0.4","24"
"345","Lower Back Curl","isolation","core","full body","[]","moderate","intermediate","False","False","False","reps","['stretching']","['none']","","['Lie on your stomach with your arms out to your sides. This will be your starting position.', 'Using your lower back muscles, extend your spine lifting your chest off of the ground. Do not use your arms to push yourself up. Keep your head up during the movement. Repeat for 10-20 repetitions.']","lower_back_curl","","Bodybuilding","[]","0.4","0.6","0.4","24"
"346","Lunge Pass Through","lunge","hamstrings","posterior lower","['calves', 'glutes', 'quadriceps']","moderate","intermediate","True","False","False","reps","['strength']","['kettlebell']","","['Stand with your torso upright holding a kettlebell in your right hand. This will be your starting position.', 'Step forward with your left foot and lower your upper body down by flexing the hip and the knee, keeping the torso upright. Lower your back knee until it nearly touches the ground.', 'As you lunge, pass the kettlebell under your front leg to your opposite hand.', 'Pressing through the heel of your foot, return to the starting position.', 'Repeat the movement for the recommended amount of repetitions, alternating legs.']","lunge_pass_through","","All","[]","0.6","0.8","0.4","48"
"347","Middle Back Stretch","mobility","full_body","full body","['core', 'lats', 'lower_back']","moderate","intermediate","False","False","False","reps","['stretching']","['none']","","['Stand so your feet are shoulder width apart and your hands are on your hips.', 'Twist at your waist until you feel a stretch. Hold for 10 to 15 seconds, then twist to the other side.']","middle_back_stretch","","Mobility","[]","0.4","0.6","0.4","24"
"348","On-Your-Back Quad Stretch","mobility","quadriceps","anterior lower","[]","moderate","intermediate","False","False","False","reps","['stretching']","['other']","","['Lie on a flat bench or step, and hang one leg and arm over the side.', 'Bend the knee and hold the top of the foot. As you do this, be careful not to arch your lower back.', ""Pull the belly button to the spine to stay in neutral. Press your foot down and into your hand. To add the hip stretch, lift the hip of the leg you're holding up toward the ceiling."", 'Switch sides.']","on_your_back_quad_stretch","","Mobility","[]","0.4","0.6","0.4","24"
"349","On Your Side Quad Stretch","mobility","quadriceps","anterior lower","[]","moderate","intermediate","False","False","False","reps","['stretching']","['none']","","['Start off by lying on your right side, with your right knee bent at a 90-degree angle resting on the floor in front of you (this stabilizes the torso).', 'Bend your left knee behind you and hold your left foot with your left hand. To stretch your hip flexor, press your left hip forward as you push your left foot back into your hand. Switch sides.']","on_your_side_quad_stretch","","Mobility","[]","0.4","0.6","0.4","24"
"350","Otis-Up","isolation","core","full body","['chest', 'full_body', 'triceps']","moderate","intermediate","False","False","False","reps","['strength']","['other']","","['Secure your feet and lay back on the floor. Your knees should be bent. Hold a weight with both hands to your chest. This will be your starting position.', 'Initiate the movement by flexing the hips and spine to raise your torso up from the ground.', 'As you move up, press the weight up so that it is above your head at the top of the movement.', 'Return the weight to your chest as you reverse the sit-up motion, ensuring not to go all the way down to the floor.']","otis_up","","Bodybuilding","[]","0.4","0.6","0.4","24"
"351","Palms-Down Dumbbell Wrist Curl Over A Bench","horizontal_push","forearms","anterior upper","[]","moderate","intermediate","False","False","False","reps","['strength']","['dumbbell']","","['Start out by placing two dumbbells on one side of a flat bench.', 'Kneel down on both of your knees so that your body is facing the flat bench.', 'Use your arms to grab both of the dumbbells with a pronated grip (palms facing down) and bring them up so that your forearms are resting against the flat bench. Your wrists should be hanging over the edge.', 'Start out by curling your wrist upwards and exhaling.', 'Slowly lower your wrists back down to the starting position while inhaling.', 'Your forearms should be stationary as your wrist is the only movement needed to perform this exercise.', 'Repeat for the recommended amount of repetitions.']","palms_down_wrist_curl_over_a_bench","","All","[]","0.4","0.6","0.4","24"
"362","Sled Overhead Backward Walk","isolation","full_body","full body","['calves', 'full_body', 'quadriceps']","moderate","intermediate","False","False","False","reps","['strength']","['other']","","['Attach dual handles to a sled connected by a rope or chain. Load the sled to a light weight.', 'Face the sled, backing up until there is some tension in the line. Hold your hands directly above your head with your elbows extended. This will be your starting position.', 'Walk backwards, keeping your arms raised above your head. Avoid jerky movements.']","overhead_backward_walk","","Bodybuilding","[]","0.4","0.6","0.4","24"
"352","Palms-Down Wrist Curl Over A Bench","horizontal_push","forearms","anterior upper","[]","moderate","intermediate","False","False","False","reps","['strength']","['barbell']","","['Start out by placing a barbell on one side of a flat bench.', 'Kneel down on both of your knees so that your body is facing the flat bench.', 'Use your arms to grab the barbell with a pronated grip (palms down) and bring them up so that your forearms are resting against the flat bench. Your wrists should be hanging over the edge.', 'Start out by curling your wrist upwards and exhaling.', 'Slowly lower your wrists back down to the starting position while inhaling.', 'Your forearms should be stationary as your wrist is the only movement needed to perform this exercise.', 'Repeat for the recommended amount of repetitions.']","palms_down_wrist_curl_over_a_bench","","All","[]","0.4","0.6","0.4","24"
"353","Palms-Up Barbell Wrist Curl Over A Bench","horizontal_push","forearms","anterior upper","[]","moderate","intermediate","False","False","False","reps","['strength']","['barbell']","","['Start out by placing a barbell on one side of a flat bench.', 'Kneel down on both of your knees so that your body is facing the flat bench.', 'Use your arms to grab the barbell with a supinated grip (palms up) and bring them up so that your forearms are resting against the flat bench. Your wrists should be hanging over the edge.', 'Start out by curling your wrist upwards and exhaling.', 'Slowly lower your wrists back down to the starting position while inhaling.', 'Your forearms should be stationary as your wrist is the only movement needed to perform this exercise.', 'Repeat for the recommended amount of repetitions.']","palms_up_wrist_curl_over_a_bench","","All","[]","0.4","0.6","0.4","24"
"354","Palms-Up Dumbbell Wrist Curl Over A Bench","horizontal_push","forearms","anterior upper","[]","moderate","intermediate","False","False","False","reps","['strength']","['dumbbell']","","['Start out by placing two dumbbells on one side of a flat bench.', 'Kneel down on both of your knees so that your body is facing the flat bench.', 'Use your arms to grab both of the dumbbells with a supinated grip (palms up) and bring them up so that your forearms are resting against the flat bench. Your wrists should be hanging over the edge.', 'Start out by curling your wrist upwards and exhaling.', 'Slowly lower your wrists back down to the starting position while inhaling. Make sure to inhale during this part of the exercise.', 'Your forearms should be stationary as your wrist is the only movement needed to perform this exercise.', 'Repeat for the recommended amount of repetitions.']","palms_up_wrist_curl_over_a_bench","","All","[]","0.4","0.6","0.4","24"
"355","Power Stairs","lunge","hamstrings","posterior lower","['adductors', 'calves', 'glutes', 'lower_back', 'quadriceps', 'full_body', 'upper_back']","moderate","intermediate","False","False","False","reps","['strongman', 'powerlifting']","['other']","","['In the power stairs, implements are moved up a staircase. For training purposes, these can be performed with a tire or box.', 'Begin by taking the implement with both hands. Set your feet wide, with your head and chest up. Drive through the ground with your heels, extending your knees and hips to raise the weight from the ground.', 'As you lean back, attempt to swing the weight onto the stairs, which are usually around 16-18 high. You can use your legs to help push the weight onto the stair.', 'Repeat for 3-5 repetitions, and continue with a heavier weight, moving as fast as possible.']","power_stairs","","All","[]","0.4","0.6","0.4","24"
"356","Runner's Stretch","mobility","hamstrings","posterior lower","['calves']","moderate","intermediate","False","False","False","time","['stretching']","['none']","","[""It's easiest to get into this stretch if you start standing up, put one leg behind you, and slowly lower your torso down to the floor."", 'Keep the front heel on the floor (if it lifts up, scoot your other leg further back).', ""Place your hands on either side of your front leg. To get more out of this stretch, push your butt up toward the ceiling, and then gradually lower it back toward the floor. You'll Stretch the hip flexor of the back leg and the hamstring and buttocks of the front.""]","runner_s_stretch","","Mobility","[]","0.4","0.6","0.4","24"
"357","Seated Flat Bench Leg Pull-In","horizontal_push","core","full body","[]","moderate","intermediate","False","False","False","reps","['strength']","['none']","","['Sit on a bench with the legs stretched out in front of you slightly below parallel and your arms holding on to the sides of the bench. Your torso should be leaning backwards around a 45-degree angle from the bench. This will be your starting position.', 'Bring the knees in toward you as you move your torso closer to them at the same time. Breathe out as you perform this movement.', 'After a second pause, go back to the starting position as you inhale.', 'Repeat for the recommended amount of repetitions.']","bench_leg_pull_in","","All","[]","0.4","0.6","0.4","24"
